,y,Ygroup,gender,level_of_education,enrollment_mode,ageCategory,ad1,ad2,ad3,ad4,sd1,sd2,sd3,sd4,de1,de2,de3,de4,cc1,cc2,cc3,cc4,rts1,rts2,rts3,rts4,score1,score2,score3,score4,y2,y3
2862,-1.9,B,m,b,verified,1985-1990,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.6666666666666666,1.0,0,0,-1.9,-2.0
2863,-2.0,C,m,b,audit,1990-1995,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.9,1.0,0.888888888888889,0.8333333333333333,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,1.0,1.0,1.0,0.75,0,0,-1.9,-2.0
2864,-0.0,B,m,b,verified,<=1970,1.0,0.8,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.6458333333333333,1.0,1.0,0.6666666666666666,1.0,0.7142857142857143,1.0,0.6,0.8,0.75,0.0,0,0,-0.0,-0.0
2865,-2.0,C,m,b,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.7142857142857143,0.8,0.6666666666666666,1.0,0.75,0.4,0,0,-0.0,-2.0
2866,-0.0,C,m,hs,audit,1990-1995,0.9166666666666666,0.7,1.0,0.9,0.9375,0.6666666666666666,0.875,1.0,0.8,0.525,0.8333333333333334,0.41666666666666663,1.0,1.0,0.25,1.0,0.42857142857142855,0.5714285714285714,0.6666666666666666,0.5714285714285714,1.0,0.3333333333333333,0,0,-0.95,-0.0
2867,-1.0,C,m,b,audit,1970-1985,1.0,0.9,1.0,0.8666666666666668,1.0,0.6666666666666666,0.75,1.0,1.0,0.9,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0,0,-0.0,-1.0
2868,-1.9,B,f,m,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.75,0,0,-1.9,-2.0
2869,-2.0,C,m,None,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,1.0,0,0,-0.95,-2.0
2870,-1.9,B,None,None,audit,Null,1.0,1.0,0.9,1.0,1.0,1.0,0.75,1.0,1.0,0.9,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.8,0.8,0.6666666666666666,1.0,0.6666666666666666,0,0,-1.9,-0.0
2871,-0.0,C,None,None,audit,Null,0.9166666666666666,0.9,0.8333333333333333,0.6,0.9375,1.0,0.75,0.8333333333333334,0.7,0.65,1.0,0.5416666666666666,1.0,0.25,1.0,1.0,0.8333333333333334,0.6666666666666666,0.375,0.6666666666666666,0.75,0.4,0,0,-0.0,-0.0
2872,-0.0,C,f,None,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.5,0.5,0.16666666666666666,0.0,0,0,-0.95,-0.0
2873,-2.0,C,m,m,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.5,0.625,0.6666666666666666,0.375,0.6666666666666666,1.0,0.3333333333333333,0,0,-0.95,-2.0
2874,-1.0,C,m,b,audit,1990-1995,1.0,0.9,1.0,0.9,1.0,1.0,0.875,1.0,0.9,0.8666666666666668,1.0,0.5833333333333333,0.4,1.0,1.0,0.16666666666666666,1.0,1.0,0.8333333333333334,0.3,1.0,1.0,0,0,-1.9,-1.0
2875,-2.0,C,m,b,audit,1970-1985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.8333333333333334,0.8,1.0,1.0,0,0,-1.9,-2.0
2876,-1.9,B,m,b,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4375,0.6666666666666666,0.14285714285714285,0,0,-1.9,-2.0
2877,-1.9,B,m,b,verified,<=1970,1.0,0.9,1.0,0.6,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8333333333333334,0.8,1.0,0.6,0,0,-1.9,-2.0
2878,-1.9,B,m,b,audit,1970-1985,0.9166666666666666,1.0,0.9,1.0,0.8125,0.5,1.0,1.0,1.0,1.0,1.0,0.875,0.6666666666666666,0.2,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.75,0,0,-1.9,-1.0
2879,-0.0,C,m,b,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,0.14285714285714285,0,0,-1.9,-0.0
2880,-2.0,C,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.25,0.75,1.0,0,0,-1.9,-2.0
2881,-1.0,C,f,b,verified,1985-1990,1.0,1.0,0.9,1.0,1.0,1.0,0.875,1.0,0.7,0.9,0.9166666666666666,0.875,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.5714285714285714,0.8,0.75,1.0,0,0,-0.95,-1.0
2882,-1.0,C,m,a,audit,1990-1995,0.6666666666666666,0.8666666666666666,0.9,0.7,1.0,1.0,1.0,1.0,0.6,0.4333333333333334,0.9166666666666666,0.5833333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.8,0.5714285714285714,0.5714285714285714,0.75,0.4,0,0,-0.0,-1.0
2883,-0.95,B,f,m,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.5,0.7142857142857143,1.0,0.5,0.6666666666666666,1.0,0.4,0,0,-0.95,-2.0
2884,-2.0,C,m,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.8333333333333334,0.8,1.0,1.0,0,0,-1.9,-2.0
2885,-1.9,B,f,b,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0,0,-1.9,-0.0
2886,-0.95,B,f,m,audit,1970-1985,0.9166666666666666,0.8,0.75,0.9,1.0,0.6666666666666666,0.75,1.0,0.9,0.6,0.8333333333333334,0.75,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666,0.5,1.0,0.75,0,0,-0.95,-2.0
2887,-1.9,B,m,jhs,audit,1990-1995,1.0,1.0,1.0,0.6666666666666667,1.0,0.6666666666666666,1.0,1.0,0.8,1.0,0.9166666666666666,0.75,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.8,1.0,0.6,0,0,-1.9,-2.0
2888,-1.9,B,f,m,verified,1970-1985,1.0,0.9,0.8,0.9,1.0,0.8333333333333334,0.875,1.0,1.0,0.9,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.75,1.0,0,0,-1.9,-2.0
2889,-2.0,C,m,m,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,1.0,0.8333333333333334,0.5714285714285714,0.625,0.3888888888888889,0.6111111111111112,1.0,0,0,-0.0,-2.0
2890,-0.0,B,m,m,verified,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.5714285714285714,0.8,1.0,0.75,0,0,-0.0,-2.0
2891,-2.0,C,m,m,audit,>1995,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,0.6,0,0,-1.9,-2.0
2892,-1.9,B,m,None,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.14285714285714285,0.5714285714285714,0.8,0.5,0.6,0.0,0.6666666666666666,0,0,-1.9,-2.0
2893,-2.0,C,m,m,audit,<=1970,0.9166666666666666,0.9,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8,1.0,1.0,0,0,-1.9,-2.0
2894,-1.9,B,m,hs,audit,>1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.5,0,0,-1.9,-2.0
2895,-1.9,B,m,b,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666,1.0,0,0,-1.9,-2.0
2896,-2.0,C,m,m,audit,1970-1985,0.8333333333333334,1.0,0.8,1.0,1.0,0.5,0.75,1.0,0.9,0.8,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.5714285714285714,0.75,0.6,0,0,-0.95,-2.0
2897,-0.95,B,m,m,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8,1.0,0.75,1.0,0,0,-0.95,-0.0
2898,-1.9,B,f,b,audit,Null,1.0,0.9,0.7333333333333333,1.0,1.0,0.5,0.5,1.0,0.7,0.9,0.9166666666666666,0.875,1.0,1.0,1.0,0.6666666666666666,0.7142857142857143,0.8,1.0,1.0,0.75,1.0,0,0,-1.9,-2.0
2899,-0.95,B,m,m,verified,1970-1985,1.0,0.9,0.9,0.9,1.0,0.8333333333333334,0.875,1.0,1.0,0.8,1.0,0.75,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,0.6,0,0,-0.95,-2.0
2900,-0.95,B,m,b,verified,1990-1995,1.0,0.6,1.0,1.0,1.0,1.0,0.875,1.0,0.6,1.0,0.8333333333333334,0.4583333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8,1.0,0.6666666666666666,0.75,0,0,-0.95,-2.0
2901,-2.0,C,m,b,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2902,-0.0,C,m,b,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0,0,-0.0,-0.0
2903,-0.0,B,m,b,verified,1990-1995,1.0,1.0,0.8,0.8666666666666668,1.0,0.6666666666666666,0.875,1.0,1.0,0.8,1.0,0.5833333333333333,1.0,1.0,0.4,0.4,0.8333333333333334,1.0,0.8333333333333334,0.5714285714285714,1.0,1.0,0,0,-0.0,-2.0
2904,-2.0,C,m,a,audit,1970-1985,1.0,0.8,0.9,0.8,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2905,-0.95,B,m,m,audit,Null,1.0,1.0,1.0,0.7,0.9375,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666667,0.8333333333333334,0.75,1.0,1.0,1.0,0.4,0.8333333333333334,0.42857142857142855,0.8333333333333334,1.0,1.0,1.0,0,0,-0.95,-2.0
2906,-2.0,C,m,m,verified,1970-1985,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.8,0.8666666666666666,1.0,0.875,1.0,1.0,1.0,0.4,0.625,1.0,0.8333333333333334,1.0,1.0,1.0,0,0,-1.9,-2.0
2907,-0.0,C,m,p,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.625,0.6666666666666666,0.16666666666666666,0.0,0.75,1.0,0,0,-0.95,-0.0
2908,-2.0,C,m,b,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0,0,-0.95,-2.0
2909,-2.0,C,m,m,audit,1985-1990,1.0,0.9,0.6666666666666667,0.8,0.9375,0.6666666666666666,1.0,0.8333333333333334,0.8,0.8,1.0,0.875,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,0.4444444444444444,1.0,1.0,1.0,0,0,-0.95,-2.0
2910,-1.9,B,m,m,audit,1970-1985,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.7083333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,1.0,1.0,0.6666666666666666,1.0,1.0,0,0,-1.9,-2.0
2911,-2.0,C,m,b,verified,1970-1985,1.0,1.0,1.0,0.8666666666666668,1.0,1.0,1.0,0.6666666666666666,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0,0,-0.95,-2.0
2912,-1.0,C,f,None,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.375,1.0,0.5,0.6666666666666666,0.6666666666666666,0.4,0,0,-1.9,-1.0
2913,-2.0,C,m,p,audit,<=1970,0.9166666666666666,1.0,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2914,-2.0,C,m,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.3888888888888889,0.6666666666666666,0.3333333333333333,0,0,-1.9,-2.0
2915,-2.0,C,m,m,verified,1970-1985,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,0.875,0.8333333333333334,1.0,0.9,1.0,0.8125,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.8,0.8,1.0,1.0,0,0,-1.9,-2.0
2916,-0.95,B,m,b,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.6,0.2222222222222222,0.1111111111111111,0.4166666666666667,0.4444444444444444,0.3076923076923077,0.125,0.6666666666666666,0.0,0,0,-0.95,-0.0
2917,-0.0,C,m,b,audit,<=1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,-0.0,-0.0
2918,-2.0,C,m,b,verified,<=1970,0.9166666666666666,0.9,0.74,0.8666666666666668,0.9375,1.0,0.625,0.6666666666666666,0.8,0.7,0.9166666666666666,1.0,1.0,1.0,1.0,0.4,0.8333333333333334,1.0,0.8333333333333334,1.0,0.5,0.75,0,0,-1.9,-2.0
2919,-0.0,C,f,hs,audit,1990-1995,1.0,0.9,1.0,1.0,1.0,1.0,0.875,0.8333333333333334,0.9,0.9,1.0,0.7083333333333333,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0,0,-1.9,-0.0
2920,-2.0,C,m,m,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0,0,-1.9,-2.0
2921,-1.9,B,m,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0,0,-1.9,-0.0
2922,-0.0,C,m,m,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.16666666666666666,0.7142857142857143,0.5,1.0,0.0,1.0,0.14285714285714285,0,0,-0.0,-0.0
2923,-1.9,B,m,p,audit,1985-1990,1.0,0.8,0.6666666666666666,1.0,1.0,1.0,0.625,1.0,0.8,1.0,1.0,0.5833333333333334,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,1.0,0.7142857142857143,1.0,1.0,0.6,0,0,-1.9,-2.0
2924,-2.0,C,m,b,verified,>1995,0.47222222222222215,0.6,0.7,0.5,0.5,0.6666666666666666,0.375,0.6666666666666666,0.4333333333333333,0.6,0.5833333333333334,0.5833333333333333,0.4,0.6,0.2857142857142857,0.2857142857142857,0.8333333333333334,1.0,0.8,0.8,0.75,1.0,0,0,-1.9,-2.0
2925,-2.0,C,None,None,audit,Null,0.9166666666666666,1.0,1.0,0.8,1.0,1.0,0.875,1.0,0.2,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.5,0.7142857142857143,1.0,1.0,0.8,1.0,1.0,0,0,-1.9,-2.0
2926,-1.9,B,m,m,verified,<=1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0,0,-1.9,-2.0
2927,-1.9,B,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.75,0,0,-1.9,-2.0
2928,-1.9,B,m,m,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.5714285714285714,0.8,0.25,0.09375,1.0,1.0,0,0,-1.9,-0.0
2929,-1.9,B,m,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4,1.0,0.5,0.8333333333333334,1.0,0.375,0.6666666666666666,1.0,1.0,0,0,-1.9,-2.0
2930,-0.0,B,m,b,verified,1970-1985,1.0,0.9,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.8,1.0,0.875,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.125,1.0,0.6666666666666666,0,0,-0.0,-2.0
2931,-1.9,B,m,b,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,0.75,1.0,0,0,-1.9,-2.0
2932,-1.9,B,f,b,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0,0,-1.9,-1.0
2933,-1.9,B,m,m,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.4,0.625,0.8,0.8333333333333334,0.4,0.6111111111111112,1.0,0,0,-1.9,-2.0
2934,-0.95,B,f,m,audit,<=1970,1.0,0.9,0.9,1.0,1.0,1.0,0.75,1.0,0.8666666666666668,0.8,0.8333333333333334,0.75,0.6666666666666666,1.0,1.0,0.5,0.8333333333333334,0.8,0.4,0.5,1.0,0.14285714285714285,0,0,-0.95,-0.0
2935,-2.0,C,None,None,audit,Null,0.9166666666666666,1.0,0.8666666666666668,1.0,0.9375,0.6666666666666666,1.0,1.0,0.9,0.9,1.0,0.875,1.0,1.0,1.0,0.6666666666666666,0.7142857142857143,1.0,0.8,0.8,1.0,1.0,0,0,-1.9,-2.0
2936,-2.0,C,m,m,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.7142857142857143,0.3888888888888889,1.0,0.6,0,0,-0.95,-2.0
2937,-1.9,B,m,hs,audit,1990-1995,1.0,0.7,0.5666666666666667,0.6,0.875,0.8333333333333334,0.625,1.0,0.8,0.6,0.8333333333333334,0.875,1.0,0.6,1.0,0.16666666666666666,0.7142857142857143,1.0,0.5714285714285714,0.125,0.75,0.4,0,0,-1.9,-2.0
2938,-0.95,B,f,p,verified,1970-1985,1.0,1.0,1.0,0.9,1.0,0.5,0.875,0.8333333333333334,1.0,1.0,0.8333333333333334,0.625,1.0,1.0,1.0,0.6666666666666666,0.7142857142857143,0.5,0.6666666666666666,1.0,0.5,0.6,0,0,-0.95,-2.0
2939,-1.9,B,m,m,verified,1985-1990,0.9166666666666666,0.9,0.85,0.8666666666666668,0.8541666666666666,0.8333333333333334,0.75,1.0,0.9,1.0,1.0,0.875,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0.7142857142857143,1.0,0.6666666666666666,0.75,0,0,-1.9,-2.0
2940,-2.0,C,m,m,verified,1970-1985,1.0,0.8,0.9,0.9,0.9375,1.0,0.75,1.0,1.0,0.8,1.0,0.875,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0,0,-1.9,-2.0
2941,-0.0,B,f,b,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,0.42857142857142855,0.0,0.0,1.0,0.14285714285714285,0,0,-0.0,-0.0
2942,-1.0,C,m,jhs,audit,1990-1995,0.9166666666666666,0.8,1.0,0.3,1.0,1.0,0.875,1.0,0.8333333333333333,0.8,0.75,1.0,1.0,0.6,0.2,0.4,1.0,0.5,0.5714285714285714,0.2,1.0,0.6,0,0,-0.95,-1.0
2943,-2.0,C,m,b,verified,1990-1995,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.9166666666666666,0.875,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8,1.0,1.0,1.0,0,0,-1.9,-2.0
2944,-2.0,C,m,m,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0,0,-1.9,-2.0
2945,-0.0,B,m,b,audit,1985-1990,1.0,0.9,0.8,0.2,1.0,1.0,1.0,0.0,0.6333333333333333,0.5,0.0,0.0,0.6666666666666666,0.4,1.0,0.6666666666666666,0.7142857142857143,0.5,0.6666666666666666,0.7,1.0,0.14285714285714285,0,0,-0.0,-0.0
2946,-0.95,B,m,m,verified,1985-1990,1.0,0.9,1.0,0.9,1.0,1.0,1.0,1.0,0.8,0.9,0.9166666666666666,0.875,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8,1.0,1.0,1.0,0,0,-0.95,-2.0
2947,-2.0,C,f,m,verified,1985-1990,1.0,1.0,1.0,0.9,1.0,0.6666666666666666,0.875,1.0,1.0,0.9,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0,0,-1.9,-2.0
2948,-2.0,C,m,p,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0,0,-1.9,-2.0
2949,-0.6666666666666666,C,m,m,verified,1985-1990,0.3333333333333333,0.6,0.7,0.7,0.4791666666666667,0.8333333333333334,0.75,0.8333333333333334,0.9,0.9,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.8,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.75,0,0,-0.95,-0.6666666666666666
2950,-1.9,B,f,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,0.8,1.0,0.2,0,0,-1.9,-2.0
2951,-1.0,C,m,m,audit,1990-1995,0.8333333333333334,0.9,0.6666666666666666,0.8,1.0,1.0,1.0,0.8333333333333334,0.9,0.8,0.8333333333333334,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.6666666666666666,1.0,0,0,-0.0,-1.0
2952,-2.0,C,f,hs,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.4,1.0,0.5,0.8,0.8,0.6666666666666666,0.3333333333333333,1.0,0,0,-0.0,-2.0
2953,-0.95,B,m,hs,audit,>1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.4,0.7142857142857143,1.0,0.8333333333333334,1.0,1.0,0.14285714285714285,0,0,-0.95,-0.0
2954,-2.0,C,m,hs,audit,1990-1995,1.0,0.9,0.7,0.8,0.9375,1.0,0.75,1.0,1.0,0.725,0.8333333333333334,0.875,1.0,1.0,1.0,0.16666666666666666,1.0,0.6,0.5,0.375,1.0,1.0,0,0,-1.9,-2.0
2955,-1.9,B,m,m,verified,1985-1990,1.0,0.9,1.0,0.7666666666666666,1.0,0.6666666666666666,0.75,0.8333333333333334,0.9,0.8,1.0,0.875,0.6666666666666666,1.0,1.0,0.3333333333333333,0.8333333333333334,1.0,0.8333333333333334,0.8,0.6666666666666666,0.5,0,0,-1.9,-2.0
2956,-2.0,C,f,b,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.8333333333333334,1.0,0.7142857142857143,0.8,1.0,1.0,0,0,-0.95,-2.0
2957,-1.0,C,m,b,verified,1990-1995,0.8888888888888888,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.7222222222222223,0.75,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,1.0,0,0,-0.95,-1.0
2958,-2.0,C,m,p,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.5714285714285714,0.6666666666666666,1.0,0,0,-0.95,-2.0
